audio,audio_filepath,speaker,transcript
640339050_417092_417093_36299,../Data/audio/mon/voices/640339050_417092_417093_36299.ogg,640339050,2 dollar 25 sent
640339050_417112_417113_36332,../Data/audio/mon/voices/640339050_417112_417113_36332.ogg,640339050,1 dollar 83 sent
640339050_417114_417115_38589,../Data/audio/mon/voices/640339050_417114_417115_38589.ogg,640339050,40 tam yüzdə 48 manat
640339050_417124_417125_37508,../Data/audio/mon/voices/640339050_417124_417125_37508.ogg,640339050,10 nöqtə 67 azn
640339050_417136_417137_39390,../Data/audio/mon/voices/640339050_417136_417137_39390.ogg,640339050,3 yevro 48 sent
640339050_417162_417163_37100,../Data/audio/mon/voices/640339050_417162_417163_37100.ogg,640339050,682 manat 32 qəpik
575298922_417200_417201_39288,../Data/audio/mon/voices/575298922_417200_417201_39288.ogg,575298922,8 yevro 55 sent
575298922_417300_417301_38964,../Data/audio/mon/voices/575298922_417300_417301_38964.ogg,575298922,8873 tam yüzdə 49 manat
860296669_417328_417329_36368,../Data/audio/mon/voices/860296669_417328_417329_36368.ogg,860296669,5 dollar 15 sent
860296669_417354_417440_36397,../Data/audio/mon/voices/860296669_417354_417440_36397.ogg,860296669,6 dollar 49 sent
860296669_417445_417446_37244,../Data/audio/mon/voices/860296669_417445_417446_37244.ogg,860296669,2897 manat 81 qəpik
860296669_417457_417458_36212,../Data/audio/mon/voices/860296669_417457_417458_36212.ogg,860296669,4 dollar 71 sent
860296669_417461_417462_37998,../Data/audio/mon/voices/860296669_417461_417462_37998.ogg,860296669,5 tam yüzdə 33 azn
860296669_417467_417468_36521,../Data/audio/mon/voices/860296669_417467_417468_36521.ogg,860296669,9 manat 59 qəpik
954206432_417507_417508_38068,../Data/audio/mon/voices/954206432_417507_417508_38068.ogg,954206432,2 tam yüzdə 50 azn
954206432_417525_417526_37704,../Data/audio/mon/voices/954206432_417525_417526_37704.ogg,954206432,5 nöqtə 55 manat
954206432_417539_417540_37495,../Data/audio/mon/voices/954206432_417539_417540_37495.ogg,954206432,2 nöqtə 41 azn
954206432_417541_417542_38400,../Data/audio/mon/voices/954206432_417541_417542_38400.ogg,954206432,5 tam yüzdə 64 manat
954206432_417599_417600_38762,../Data/audio/mon/voices/954206432_417599_417600_38762.ogg,954206432,670 tam onda 9 manat
954206432_417622_417623_38774,../Data/audio/mon/voices/954206432_417622_417623_38774.ogg,954206432,229 tam yüzdə 99 manat
5440156582_417620_417626_38248,../Data/audio/mon/voices/5440156582_417620_417626_38248.ogg,5440156582,6 tam yüzdə 79 manat
954206432_417650_417651_36340,../Data/audio/mon/voices/954206432_417650_417651_36340.ogg,954206432,2 dollar 80 sent
954206432_417670_417675_37069,../Data/audio/mon/voices/954206432_417670_417675_37069.ogg,954206432,810 manat 84 qəpik
5440156582_417720_417721_36747,../Data/audio/mon/voices/5440156582_417720_417721_36747.ogg,5440156582,93 manat 14 qəpik
954206432_417812_417813_39221,../Data/audio/mon/voices/954206432_417812_417813_39221.ogg,954206432,5 yevro 49 sent
954206432_417842_417843_37389,../Data/audio/mon/voices/954206432_417842_417843_37389.ogg,954206432,4053 manat 40 qəpik
860296669_417872_417873_39206,../Data/audio/mon/voices/860296669_417872_417873_39206.ogg,860296669,7 yevro 73 sent
860296669_417906_417907_37578,../Data/audio/mon/voices/860296669_417906_417907_37578.ogg,860296669,5 nöqtə 3 azn
892642911_417969_417970_39413,../Data/audio/mon/voices/892642911_417969_417970_39413.ogg,892642911,6 yevro 97 sent
892642911_417987_417988_37290,../Data/audio/mon/voices/892642911_417987_417988_37290.ogg,892642911,1057 manat 33 qəpik
892642911_417999_418000_37616,../Data/audio/mon/voices/892642911_417999_418000_37616.ogg,892642911,4 nöqtə 93 azn
860296669_418007_418022_38326,../Data/audio/mon/voices/860296669_418007_418022_38326.ogg,860296669,9 tam yüzdə 57 manat
892642911_418040_418043_36774,../Data/audio/mon/voices/892642911_418040_418043_36774.ogg,892642911,31 manat 68 qəpik
860296669_418049_418052_36406,../Data/audio/mon/voices/860296669_418049_418052_36406.ogg,860296669,6 manat 67 qəpik
860296669_418086_418087_39404,../Data/audio/mon/voices/860296669_418086_418087_39404.ogg,860296669,1 yevro 85 sent
892642911_418072_418099_37342,../Data/audio/mon/voices/892642911_418072_418099_37342.ogg,892642911,4524 manat 48 qəpik
892642911_418102_418103_38730,../Data/audio/mon/voices/892642911_418102_418103_38730.ogg,892642911,977 tam yüzdə 50 manat
860296669_418174_418175_38501,../Data/audio/mon/voices/860296669_418174_418175_38501.ogg,860296669,34 tam onda 9 manat
860296669_418178_418179_38410,../Data/audio/mon/voices/860296669_418178_418179_38410.ogg,860296669,6 tam yüzdə 39 manat
860296669_418194_418195_36208,../Data/audio/mon/voices/860296669_418194_418195_36208.ogg,860296669,3 dollar 34 sent
575298922_418240_418241_38051,../Data/audio/mon/voices/575298922_418240_418241_38051.ogg,575298922,3 tam yüzdə 52 azn
575298922_418244_418245_37331,../Data/audio/mon/voices/575298922_418244_418245_37331.ogg,575298922,8316 manat 2 qəpik
575298922_418254_418255_38862,../Data/audio/mon/voices/575298922_418254_418255_38862.ogg,575298922,317 tam yüzdə 28 manat
575298922_418284_418285_36968,../Data/audio/mon/voices/575298922_418284_418285_36968.ogg,575298922,562 manat 65 qəpik
575298922_418288_418289_36315,../Data/audio/mon/voices/575298922_418288_418289_36315.ogg,575298922,4 dollar 16 sent
575298922_418298_418299_38280,../Data/audio/mon/voices/575298922_418298_418299_38280.ogg,575298922,9 tam yüzdə 53 manat
575298922_418348_418349_38489,../Data/audio/mon/voices/575298922_418348_418349_38489.ogg,575298922,49 tam yüzdə 37 manat
575298922_418445_418446_37177,../Data/audio/mon/voices/575298922_418445_418446_37177.ogg,575298922,4837 manat 62 qəpik
575298922_418453_418454_37668,../Data/audio/mon/voices/575298922_418453_418454_37668.ogg,575298922,3 nöqtə 9 manat
575298922_418505_418506_36451,../Data/audio/mon/voices/575298922_418505_418506_36451.ogg,575298922,1 manat 60 qəpik
575298922_418511_418512_38427,../Data/audio/mon/voices/575298922_418511_418512_38427.ogg,575298922,31 tam yüzdə 97 manat
575298922_418533_418534_38894,../Data/audio/mon/voices/575298922_418533_418534_38894.ogg,575298922,982 tam onda 1 manat
575298922_418555_418556_39149,../Data/audio/mon/voices/575298922_418555_418556_39149.ogg,575298922,1524 tam yüzdə 31 manat
575298922_418565_418566_36238,../Data/audio/mon/voices/575298922_418565_418566_36238.ogg,575298922,6 dollar 30 sent
575298922_418575_418576_37934,../Data/audio/mon/voices/575298922_418575_418576_37934.ogg,575298922,3 tam yüzdə 62 azn
575298922_418587_418588_38848,../Data/audio/mon/voices/575298922_418587_418588_38848.ogg,575298922,498 tam yüzdə 45 manat
575298922_418593_418594_36555,../Data/audio/mon/voices/575298922_418593_418594_36555.ogg,575298922,8 manat 60 qəpik
575298922_418595_418596_37471,../Data/audio/mon/voices/575298922_418595_418596_37471.ogg,575298922,10 nöqtə 25 azn
575298922_418599_418600_38473,../Data/audio/mon/voices/575298922_418599_418600_38473.ogg,575298922,46 tam yüzdə 97 manat
575298922_418617_418618_37022,../Data/audio/mon/voices/575298922_418617_418618_37022.ogg,575298922,519 manat 43 qəpik
5028632961_418743_418744_39148,../Data/audio/mon/voices/5028632961_418743_418744_39148.ogg,5028632961,7077 tam yüzdə 66 manat
5028632961_418763_418764_38421,../Data/audio/mon/voices/5028632961_418763_418764_38421.ogg,5028632961,19 tam yüzdə 31 manat
5028632961_418845_418846_36908,../Data/audio/mon/voices/5028632961_418845_418846_36908.ogg,5028632961,892 manat 69 qəpik
5028632961_418855_418856_39184,../Data/audio/mon/voices/5028632961_418855_418856_39184.ogg,5028632961,4 yevro 12 sent
5028632961_418869_418870_36239,../Data/audio/mon/voices/5028632961_418869_418870_36239.ogg,5028632961,8 dollar 13 sent
5028632961_418943_418944_37128,../Data/audio/mon/voices/5028632961_418943_418944_37128.ogg,5028632961,970 manat 7 qəpik
5028632961_418961_418962_37169,../Data/audio/mon/voices/5028632961_418961_418962_37169.ogg,5028632961,2107 manat 3 qəpik
5028632961_419015_419016_36826,../Data/audio/mon/voices/5028632961_419015_419016_36826.ogg,5028632961,25 manat 90 qəpik
5028632961_419052_419053_37845,../Data/audio/mon/voices/5028632961_419052_419053_37845.ogg,5028632961,10 nöqtə 37 manat
5028632961_419070_419071_38991,../Data/audio/mon/voices/5028632961_419070_419071_38991.ogg,5028632961,9808 tam yüzdə 85 manat
5028632961_419082_419083_37830,../Data/audio/mon/voices/5028632961_419082_419083_37830.ogg,5028632961,2 nöqtə 21 manat
5028632961_419111_419112_36573,../Data/audio/mon/voices/5028632961_419111_419112_36573.ogg,5028632961,3 manat 51 qəpik
5028632961_419249_419250_38505,../Data/audio/mon/voices/5028632961_419249_419250_38505.ogg,5028632961,90 tam yüzdə 79 manat
5028632961_419253_419254_37368,../Data/audio/mon/voices/5028632961_419253_419254_37368.ogg,5028632961,2566 manat 17 qəpik
5028632961_419281_419282_38831,../Data/audio/mon/voices/5028632961_419281_419282_38831.ogg,5028632961,737 tam yüzdə 74 manat
5028632961_419337_419338_37079,../Data/audio/mon/voices/5028632961_419337_419338_37079.ogg,5028632961,292 manat 92 qəpik
5028632961_419351_419352_38433,../Data/audio/mon/voices/5028632961_419351_419352_38433.ogg,5028632961,45 tam yüzdə 41 manat
5028632961_419419_419420_37180,../Data/audio/mon/voices/5028632961_419419_419420_37180.ogg,5028632961,3177 manat 85 qəpik
5028632961_419481_419482_37093,../Data/audio/mon/voices/5028632961_419481_419482_37093.ogg,5028632961,183 manat 39 qəpik
5028632961_419503_419504_36887,../Data/audio/mon/voices/5028632961_419503_419504_36887.ogg,5028632961,80 manat 56 qəpik
5028632961_419511_419512_38663,../Data/audio/mon/voices/5028632961_419511_419512_38663.ogg,5028632961,76 tam yüzdə 81 manat
5028632961_419533_419534_37491,../Data/audio/mon/voices/5028632961_419533_419534_37491.ogg,5028632961,3 nöqtə 36 azn
5028632961_419535_419536_38356,../Data/audio/mon/voices/5028632961_419535_419536_38356.ogg,5028632961,7 tam yüzdə 91 manat
5028632961_419583_419584_37940,../Data/audio/mon/voices/5028632961_419583_419584_37940.ogg,5028632961,4 tam yüzdə 64 azn
5028632961_419609_419610_38516,../Data/audio/mon/voices/5028632961_419609_419610_38516.ogg,5028632961,84 tam onda 3 manat
5028632961_419615_419616_38287,../Data/audio/mon/voices/5028632961_419615_419616_38287.ogg,5028632961,2 tam yüzdə 45 manat
5028632961_419627_419628_39348,../Data/audio/mon/voices/5028632961_419627_419628_39348.ogg,5028632961,8 yevro 47 sent
5028632961_419637_419638_36809,../Data/audio/mon/voices/5028632961_419637_419638_36809.ogg,5028632961,94 manat 22 qəpik
5028632961_419722_419727_38986,../Data/audio/mon/voices/5028632961_419722_419727_38986.ogg,5028632961,6993 tam yüzdə 36 manat
705098248_419726_419729_39381,../Data/audio/mon/voices/705098248_419726_419729_39381.ogg,705098248,9 yevro 69 sent
705098248_419738_419739_37960,../Data/audio/mon/voices/705098248_419738_419739_37960.ogg,705098248,8 tam yüzdə 25 azn
5028632961_419804_419805_36675,../Data/audio/mon/voices/5028632961_419804_419805_36675.ogg,5028632961,80 manat 91 qəpik
5028632961_419806_419807_38458,../Data/audio/mon/voices/5028632961_419806_419807_38458.ogg,5028632961,60 tam yüzdə 81 manat
5028632961_419814_419815_37117,../Data/audio/mon/voices/5028632961_419814_419815_37117.ogg,5028632961,241 manat 61 qəpik
5028632961_419828_419829_36494,../Data/audio/mon/voices/5028632961_419828_419829_36494.ogg,5028632961,7 manat 66 qəpik
5028632961_419863_419864_37606,../Data/audio/mon/voices/5028632961_419863_419864_37606.ogg,5028632961,6 nöqtə 37 azn
5028632961_419876_419877_37014,../Data/audio/mon/voices/5028632961_419876_419877_37014.ogg,5028632961,518 manat 47 qəpik
